,Intl_Calls,Intl_Charge,Total_Minutes,Total_Charge,Min_Call,Total_Calls,Cost_Call,Region_Code
147,5           7,4.27,372.1,36.68,1.12,333,9.08,6
147,6           4,1.59,616.1,61.19,2.39,258,4.22,4
147,7           5,2.65,671.1,65.4,2.01,334,5.11,4
147,8           7,2.62,659.2,71.54,2.09,315,4.4,7
147,9           2,2.4,721.1,65.57,2.43,297,4.53,4
148,0           5,2.97,497.4,43.48,1.71,291,6.69,3
148,1           9,4,542.2,58.61,1.71,318,5.43,5
148,2           4,2.54,552.4,61.38,1.74,317,5.16,1
148,3           3,2.7,689.7,69.07,2.31,299,4.33,2
148,4           2,3.48,570.2,52.54,1.78,320,6.09,5
148,5           3,4.16,509.2,49.77,1.5,339,6.81,2
148,6           2,2.62,621.3,55.72,2.28,273,4.9,4
148,7           2,3,709.8,72.23,2.58,275,3.81,2
148,8           4,1.7,615.8,64.59,2.13,289,4.47,5
148,9           2,3.19,574.2,48.28,1.72,333,6.9,2
149,0           2,1.89,711.1,69.95,2.52,282,4.03,5
149,1           3,3.46,603.1,61.3,1.81,334,5.45,5
149,2           5,2.62,687.1,72.68,2.32,296,4.07,4
149,3           4,3.46,471.4,49.33,1.64,288,5.84,2
149,4          10,1.32,618.5,63.41,1.94,318,5.01,3
149,5           4,2.92,687.1,71.69,2.14,321,4.48,4
149,6           6,3.16,619.2,54.45,1.99,311,5.71,5
149,7           5,2.86,520.8,55.45,1.7,307,5.54,2
149,8           3,3,674,64.09,2.19,308,4.81,4
149,9           1,3.11,581.1,53.89,1.93,301,5.59,5
150,0           6,3.29,622.7,63.18,2.1,297,4.7,2
150,1           2,3.43,578.5,67.26,1.95,296,4.4,6
150,2           4,1.59,617.4,64.67,2.04,303,4.69,5
150,3           3,3.29,648.5,68.01,2.11,308,4.53,5
150,4           3,2.3,663,59.79,1.7,389,6.51,3
150,5           5,2.38,647.1,68.06,1.86,348,5.11,5
150,6           3,2.89,679.3,71.24,2.53,268,3.76,5
150,7           6,3.24,617.8,61.96,1.78,348,5.62,3
150,8           5,1.78,685.8,62.38,2.39,287,4.6,3
150,9           3,2.48,632.8,67.25,2.03,311,4.62,3
151,0           2,2.32,666,72.33,2.45,272,3.76,4
151,1           6,1.81,680.8,69.03,2.41,283,4.1,7
151,2           1,1.13,490.8,56.79,1.66,295,5.19,3
151,3           2,3.24,666.3,70.21,2.04,326,4.64,2
151,4           3,1.89,662,60.66,2.01,330,5.44,4
151,5           5,2.7,518,48.72,1.64,316,6.49,4
151,6           3,2.27,716.6,71.29,2.3,312,4.38,2
151,7           2,3.35,613.8,64.31,2.14,287,4.46,5
151,8           5,3.05,557.2,53.18,1.83,304,5.72,1
151,9           3,2.4,609.1,60.7,1.95,312,5.14,4
152,0           7,2.57,567.6,55.86,1.63,349,6.25,5
152,1           2,2.62,649.1,62.86,3.01,216,3.44,6
152,2           4,1.51,600.9,55.17,1.93,312,5.66,3
152,3           3,3.08,535.7,48.94,1.78,301,6.15,2
152,4           3,3.38,399.9,45.1,1.27,316,7.01,1
152,5           6,3.54,445.6,42.97,1.45,307,7.14,2
152,6          11,3.62,604,66.01,1.72,352,5.33,6
152,7           2,2.43,582.8,52.31,1.82,321,6.14,3
152,8           4,1.22,597.9,62.52,1.9,315,5.04,3
152,9           2,2.86,564.2,53.99,1.87,301,5.58,4
153,0           6,2.16,756.9,77.16,2.19,345,4.47,3
153,1           4,2.59,409.6,33.85,1.29,317,9.36,5
153,2           7,3.11,503.8,50.84,1.76,287,5.65,1
153,3           5,3.75,734.2,75.48,2.59,283,3.75,2
153,4           6,2.89,736.5,74.89,2.39,308,4.11,1
153,5           8,3.24,657.9,67.54,2.35,280,4.15,4
153,6           5,2.4,489,40.32,1.66,295,7.32,5
153,7           3,3,535.5,54.53,1.62,331,6.07,4
153,8           3,3.7,364.6,30.83,1.15,316,10.25,5
153,9           5,2.89,509.7,60.05,1.53,334,5.56,4
154,0          10,4.24,452.9,42.11,1.48,307,7.29,7
154,1           4,2.05,676.1,67.7,2.22,304,4.49,2
154,2           3,3.21,709,71.47,2.08,341,4.77,7
154,3           6,3.43,599,60.24,2.26,265,4.4,5
154,4           2,2.21,518.6,53.75,1.89,275,5.12,5
154,5           1,2.97,515,60.29,2,257,4.26,3
154,6           4,3.86,499.7,49.48,1.63,306,6.18,3
154,7          10,2.84,547,49.08,1.81,303,6.17,6
154,8           5,2.78,622.6,71.1,1.93,323,4.54,5
154,9           3,3.89,534.3,47.78,1.54,347,7.26,4
155,0           2,3.08,396,35.71,1.25,316,8.85,5
155,1           3,2.35,657.8,63.18,2.12,311,4.92,3
155,2           3,4.43,490.6,51.88,1.76,278,5.36,3
155,3           7,3.05,672.5,68.62,2.54,265,3.86,2
155,4          10,3.59,606.8,65.24,2.24,271,4.15,2
155,5           5,2.32,557.7,58.19,1.74,321,5.52,6
155,6           2,2.59,694.9,65.62,1.86,373,5.68,5
155,7           5,3.65,680.2,59.8,2.87,237,3.96,3
155,8           4,4,611.4,53.27,2.15,284,5.33,5
155,9           3,1.59,640.1,67.19,2.03,316,4.7,3
156,0           4,2.4,575.9,57.15,1.89,305,5.34,5
156,1           2,2.7,573.1,55.05,2.21,259,4.7,4
156,2           1,3.48,540.7,56.29,1.8,300,5.33,1
156,3           4,1.97,543.6,57.93,1.84,295,5.09,3
156,4           0,0,582.1,46.22,2.28,255,5.52,4
156,5           5,2.92,455.5,43.73,1.28,357,8.16,4
156,6          10,2.57,653.1,69.01,2.62,249,3.61,5
156,7          16,4.21,607.8,50.66,1.84,330,6.51,5
156,8           2,3.08,594.7,53.68,2.03,293,5.46,3
156,9           3,3.11,612,61.47,2.03,301,4.9,5
157,0           3,4.67,620.8,58.95,2.07,300,5.09,3
157,1           4,1.65,596.2,64.09,1.96,304,4.74,3
157,2           9,2.73,614.5,57.07,2.28,269,4.71,4
157,3           1,3.13,546.3,51.88,2.04,268,5.17,6
157,4           4,3.43,664.7,69.81,2.43,273,3.91,3
157,5           2,2.3,512.6,51.26,1.71,300,5.85,2
157,6           6,2.81,506.4,48.17,2,253,5.25,4
157,7          10,2.75,572.6,58.31,1.5,381,6.53,2
157,8           5,2.38,528.1,52.6,1.88,281,5.34,7
157,9           4,4.46,451.9,54.86,1.55,292,5.32,7
158,0           6,2.86,744,79.3,2.34,318,4.01,3
158,1          11,1.51,587.1,60.09,1.92,305,5.08,2
158,2           2,2.43,551,50.45,1.93,285,5.65,1
158,3           2,3.56,718,71.78,2.75,261,3.64,3
158,4           5,3.4,573.2,54.81,1.72,334,6.09,2
158,5           7,3.08,755.1,74.06,2.59,291,3.93,4
158,6           4,1.94,451.4,38.9,1.95,231,5.94,4
158,7           4,3.43,609.4,63.43,2,304,4.79,5
158,8           3,3.35,608.3,60.62,1.91,318,5.25,5
158,9           6,1.57,561.7,51.47,2.13,264,5.13,7
159,0           7,3.05,619.5,66.4,1.94,319,4.8,5
159,1           5,3,568.5,60.06,1.65,344,5.73,3
159,2          10,1.57,493.1,47.18,1.52,324,6.87,4
159,3           7,2.94,818.7,84.67,2.57,319,3.77,3
159,4           2,1.7,441,42.57,1.63,270,6.34,4
159,5           4,2.32,534.2,55.04,2.09,255,4.63,4
159,6           5,2.21,592.1,63.28,1.86,319,5.04,5
159,7           4,4.08,541,56.27,1.76,308,5.47,5
159,8           2,2.38,386.8,45.27,1.35,286,6.32,3
159,9           3,3.62,629.5,63.24,2.04,309,4.89,3
160,0           4,1.22,652.2,59,1.88,347,5.88,3
160,1           3,3.05,767.6,81.41,2.56,300,3.69,5
160,2           4,2.35,639.2,69.7,1.74,368,5.28,4
160,3           4,3.05,481.6,46.53,1.67,289,6.21,5
160,4           5,3.59,510.3,51.09,2.03,251,4.91,4
160,5           4,3,550.4,52.84,1.62,340,6.43,3
160,6           3,2.73,770,71.16,2.14,359,5.04,4
160,7           7,3.48,504.9,50.39,1.8,280,5.56,6
160,8           8,3.73,686.5,69.86,2.34,294,4.21,1
160,9           4,3.02,700.9,64.64,2.38,295,4.56,4
161,0           5,3.4,773.5,69.45,2.85,271,3.9,4
161,1           2,3.02,474.7,42.47,1.81,262,6.17,4
161,2           1,1.89,693.8,63.08,2.2,315,4.99,6
161,3           2,1.03,604.6,61.7,1.93,314,5.09,5
161,4           4,3.73,729.5,76.98,2.51,291,3.78,2
161,5           3,2.05,658.2,59.49,3.12,211,3.55,4
161,6           4,2.94,636.7,60.51,2.04,312,5.16,5
161,7           4,2.97,580.3,53.58,1.77,328,6.12,2
161,8           6,3.21,576.9,59.91,1.75,329,5.49,6
161,9           6,3.29,504.4,47.07,1.56,323,6.86,4
162,0           2,2.59,588.7,64.33,1.94,303,4.71,3
162,1           1,2.13,348,25.52,0.94,370,14.5,5
162,2           8,2.59,576.1,61.13,1.89,305,4.99,3
162,3           5,3.05,550.5,57.4,1.48,372,6.48,4
162,4           2,3,591.1,66.05,1.59,372,5.63,4
162,5           6,2.65,818.5,78.89,2.57,319,4.04,3
162,6           4,2.32,528.4,59.55,1.86,284,4.77,5
162,7           7,3.43,510.1,57.14,1.72,296,5.18,3
162,8           9,4.27,432.8,41.52,1.51,287,6.91,2
162,9           3,2.16,601.6,55.12,1.87,322,5.84,4
163,0           5,3.56,571.9,65.13,1.46,392,6.02,3
163,1           8,2.7,576.6,57.23,1.87,309,5.4,3
163,2           6,3.02,562.9,56.89,1.66,339,5.96,5
163,3           3,2.57,661,63.94,2.42,273,4.27,4
163,4           5,3.24,623.9,60.94,1.86,336,5.51,3
163,5           3,2.57,514.3,52.5,1.44,357,6.8,6
163,6           6,2.4,699.2,66.12,2.44,287,4.34,3
163,7           2,2.46,691.2,69.9,2.23,310,4.43,2
163,8           2,2.62,516.4,52.53,2.15,240,4.57,5
163,9           1,3.16,497.8,52.18,1.75,285,5.46,5
164,0           3,2.97,611.6,64.88,2.05,298,4.59,5
164,1           3,2.73,653.6,68.07,2.62,249,3.66,5
164,2           3,2.03,430.4,34.84,1.33,323,9.27,5
164,3           3,1.97,626.9,53.58,2.24,280,5.23,3
164,4           6,2.84,528.6,56.26,2.04,259,4.6,5
164,5           3,3.05,842.3,87.29,2.55,330,3.78,4
164,6           2,2.67,667.2,77.3,1.68,398,5.15,3
164,7           4,3.65,556.8,60.17,2.03,274,4.55,3
164,8           5,2.3,690.2,64.27,2.09,330,5.13,5
164,9           4,2.81,443.6,38.59,1.31,339,8.78,4
165,0           2,2.59,602.8,72.03,2.06,292,4.05,6
165,1           9,4.67,490.4,58.45,1.35,362,6.19,4
165,2           6,1.94,630.7,71.9,2.01,314,4.37,5
165,3           2,3,517.9,51.02,1.79,289,5.66,5
165,4           2,2.89,404.8,37.38,1.47,276,7.38,3
165,5           3,1.35,587.5,53.36,2.05,286,5.36,3
165,6           5,2.89,629.6,53.24,1.73,364,6.84,3
165,7          11,1.62,483.8,47.23,1.74,278,5.89,5
165,8           3,1.73,582.2,57.09,2.05,284,4.97,2
165,9           5,3.7,503.2,57.22,1.9,265,4.63,4
166,0           2,3.97,587.9,67.98,2.22,265,3.9,3
166,1           1,2.4,620.8,66.59,1.78,349,5.24,5
166,2           5,3.7,537.2,52.07,1.82,295,5.67,5
166,3           7,2.94,624.5,60.45,1.99,314,5.19,5
166,4           1,2.86,593.7,61.03,2.03,292,4.78,5
166,5           4,3.32,448.7,52.57,1.32,340,6.47,5
166,6           4,1.73,698.7,63.75,3.01,232,3.64,5
166,7           1,2.75,505,56.04,1.63,310,5.53,2
166,8           6,2.11,543.9,54.69,1.69,322,5.89,4
166,9          10,2.19,687.1,68.39,2.04,337,4.93,5
167,0           3,3.43,585,51.76,2.22,264,5.1,4
167,1           6,3.78,727.6,63.28,2.97,245,3.87,5
167,2           3,3.7,558.7,60.4,2.11,265,4.39,4
167,3           8,2.84,637.7,64.14,2.18,293,4.57,2
167,4           1,2.67,702.9,73.25,2.48,284,3.88,2
167,5           3,2.75,600,55.85,2.23,269,4.82,5
167,6           5,2.08,471.2,46.48,1.56,302,6.5,1
167,7          10,2.43,589.7,58.93,2.29,257,4.36,3
167,8           8,2.4,656.2,58.85,2.02,325,5.52,4
167,9           6,2.86,815.8,88.66,2.71,301,3.39,6
168,0           1,3.43,571.8,60.36,1.71,335,5.55,5
168,1           4,1.92,604.5,56.2,1.96,308,5.48,2
168,2           3,2.3,546,51.61,2.44,224,4.34,7
168,3           4,3.48,676.9,67.59,1.91,355,5.25,5
168,4           4,3.81,408.3,39.81,1.33,306,7.69,5
168,5           5,2.92,490.2,48.11,1.87,262,5.45,4
168,6           3,3.32,724.5,72.82,3.23,224,3.08,4
168,7           5,3.83,382.3,31.34,1.27,301,9.6,4
168,8           4,2.84,445,38.95,1.37,324,8.32,3
168,9           5,3.08,522.7,46.7,2.09,250,5.35,2
169,0           9,3.35,666.6,68.94,1.77,376,5.45,4
169,1           4,1.97,689.3,75.63,2.26,305,4.03,1
169,2           7,1.7,724.7,74.99,2.26,320,4.27,4
169,3           5,3.38,633.4,66.12,1.75,361,5.46,6
169,4           7,3.11,600,52.76,2.06,291,5.52,4
169,5           5,3.59,702.9,67.71,2.15,327,4.83,2
169,6           6,3.35,582.4,63.97,1.9,307,4.8,4
169,7           2,3.11,596.9,59.06,1.93,309,5.23,6
169,8           4,1.62,663.4,63.19,2.33,285,4.51,5
169,9           3,2.27,551.5,60.76,1.53,360,5.92,6
170,0           5,2.54,535.8,58.17,2,268,4.61,4
170,1          10,2.97,755.4,84.08,3.07,246,2.93,4
170,2           3,2.08,584.8,52.7,2.17,269,5.1,1
170,3           2,3,571.5,58.46,1.99,287,4.91,5
170,4           5,3.13,650.8,76.34,2.32,280,3.67,5
170,5           2,1.94,563.3,64.14,1.73,326,5.08,2
170,6           3,3.16,672.7,71.92,1.73,389,5.41,5
170,7           9,1.51,504.1,46.75,1.58,320,6.84,5
170,8           3,3.02,553.6,58.7,1.7,325,5.54,2
170,9           3,2.84,639.9,65.89,3.35,191,2.9,2
171,0           7,2.43,679.2,63.02,2.37,286,4.54,3
171,1           4,3.16,556.1,62.74,1.81,307,4.89,2
171,2           5,2.78,563.2,58.02,1.83,308,5.31,5
171,3           3,2.03,543.6,49.47,2.14,254,5.13,3
171,4           2,3.08,553,56.77,2.18,254,4.47,3
171,5           4,3.59,599.4,52.42,1.97,305,5.82,5
171,6           2,2.46,552.1,55.71,2.18,253,4.54,4
171,7           3,3.86,584.3,54.09,1.77,331,6.12,3
171,8           8,2.62,726.6,74.46,2.36,308,4.14,6
171,9           5,4.1,531.8,56.85,1.48,360,6.33,6
172,0           1,1.65,549.5,53.91,1.62,340,6.31,7
172,1           3,2.21,630.4,62.16,1.98,319,5.13,4
172,2           1,3.32,461.3,40.13,1.34,344,8.57,5
172,3           7,2.94,678.4,62.76,2.42,280,4.46,4
172,4           4,1.92,404.5,38.74,1.81,224,5.78,5
172,5           4,3.81,629.4,55.76,1.93,326,5.85,3
172,6           5,2.97,555.3,52.58,1.62,342,6.5,5
172,7           2,3.29,531.9,45.71,2.4,222,4.86,5
172,8           5,2.57,596.1,57.02,2.37,252,4.42,5
172,9           4,3.62,446.8,42.05,1.41,317,7.54,5
173,0           3,3.4,623.7,54.59,2.07,301,5.51,6
173,1           7,3.48,804.7,80.35,2.54,317,3.95,6
173,2           5,2.24,612,54.96,1.88,325,5.91,7
173,3           6,0.95,638,55.87,2.47,258,4.62,1
173,4           3,3.73,687,65.68,2.27,303,4.61,3
173,5           1,4,503.6,49.81,2.01,250,5.02,2
173,6           6,1.86,690.4,76.64,2,346,4.51,2
173,7           6,2.38,574.6,53.78,2.19,262,4.87,4
173,8           3,1.3,723.6,65.1,2.82,257,3.95,5
173,9           1,1.57,742.5,80.36,1.82,408,5.08,4
174,0           6,2.54,481,56.45,1.4,344,6.09,3
174,1           5,1,730.2,73.39,2.61,280,3.82,3
174,2           5,3.08,502.2,38.85,1.8,279,7.18,7
174,3           2,1.57,656,73.76,2.26,290,3.93,3
174,4           3,2.08,744.5,75.54,2.35,317,4.2,3
174,5           1,2.75,594,64.09,1.74,341,5.32,3
174,6           6,3.65,649.9,63.06,1.91,340,5.39,7
174,7           5,2.7,519.9,53.28,1.49,350,6.57,3
174,8           7,3.81,717.1,67.77,1.89,379,5.59,2
174,9           3,2.38,522.8,51.9,1.61,324,6.24,5
175,0           2,1.86,551.7,47.27,1.86,297,6.28,4
175,1           2,2.38,656,64.2,2.12,310,4.83,2
175,2           3,3.81,561.8,53.59,2.1,267,4.98,4
175,3           2,2.03,587.2,54.27,1.86,316,5.82,4
175,4           2,2.62,601.4,63.45,1.83,329,5.19,5
175,5           5,3.21,483,51.14,1.52,317,6.2,3
175,6           6,2.48,404.1,44.41,1.24,326,7.34,5
175,7           6,3.24,532.6,56.24,1.56,341,6.06,4
175,8           7,3.27,693.6,68.28,2.24,310,4.54,3
175,9           6,2.4,670.5,66.48,2.18,307,4.62,6
176,0           6,2.48,706.9,68.83,2.27,312,4.53,1
176,1           2,2.08,721.3,73.11,1.97,366,5.01,5
176,2           3,2,538.6,55.8,1.85,291,5.22,7
176,3           1,3.11,622.6,62.39,2.13,292,4.68,2
176,4           4,2.03,746.2,76.08,2.82,265,3.48,4
176,5           2,3.43,494.3,50.52,1.68,295,5.84,6
176,6           7,3.13,505.3,53.72,1.75,288,5.36,4
176,7           3,2.84,520.9,53.39,1.74,299,5.6,5
176,8           2,2.92,532.7,50.47,1.59,336,6.66,3
176,9           2,2.59,585.9,62.65,2.23,263,4.2,5
177,0           3,2.46,640.6,59.5,1.91,335,5.63,3
177,1           8,3.43,553.1,47.99,1.6,345,7.19,3
177,2          10,3.38,486.1,52.11,1.74,279,5.35,2
177,3           3,3.11,612.6,64.14,2.19,280,4.37,3
177,4           1,1.78,700.8,70.33,2.45,286,4.07,4
177,5           4,2.57,791.9,79.19,2.85,278,3.51,3
177,6           5,2.97,642.1,62.14,1.86,346,5.57,2
177,7           3,2.7,717.5,74.67,2.73,263,3.52,1
177,8          10,3.05,524.5,47.21,1.98,265,5.61,2
177,9           7,3.05,615.6,62.43,1.89,325,5.21,5
178,0           7,3.24,609.1,58.61,2,304,5.19,5
178,1           3,4.08,562.3,62.26,1.84,306,4.91,6
178,2           1,2.16,536.6,59.99,2.27,236,3.93,4
178,3           3,2.94,460.9,46.86,1.32,350,7.47,3
178,4           4,3.81,614.8,59.36,2.13,289,4.87,5
178,5           6,2.13,601.8,54.73,1.99,303,5.54,3
178,6           5,2.21,603.5,54.96,1.86,324,5.9,5
178,7           2,2.11,621.3,64.69,2.23,278,4.3,3
178,8           5,3.32,587.3,57.3,1.85,318,5.55,3
178,9           7,1.27,419.6,51.29,1.27,331,6.45,5
179,0           3,2.48,616.6,61.99,1.77,349,5.63,5
179,1           3,2.92,540.8,52.6,1.76,307,5.84,3
179,2           6,1.65,571.7,51.26,1.82,314,6.13,5
179,3           4,1.97,714.9,65.25,2.24,319,4.89,3
179,4           5,3.11,725,79.97,2.47,293,3.66,4
179,5           4,4.1,566.4,59.99,1.56,364,6.07,5
179,6           4,3.51,505.2,49.09,1.61,314,6.4,6
179,7          11,2.75,563.3,53.65,1.7,331,6.17,5
179,8           4,3.24,678.3,68.65,2.37,286,4.17,3
179,9          10,1.67,424.5,47.6,1.57,270,5.67,3
180,0           4,2.89,701.1,71.85,2.2,318,4.43,3
180,1           6,2.3,648.2,61.09,1.93,335,5.48,3
180,2           7,3.73,594.1,70.74,1.89,315,4.45,4
180,3           5,2.3,655.4,63.75,2.36,278,4.36,7
180,4           2,2.59,621.4,59.96,1.81,343,5.72,4
180,5           9,2.89,670.5,68.3,2.04,329,4.82,2
180,6           6,3.16,566.1,63.42,1.79,317,5,5
180,7           1,3.48,544.6,59.91,1.83,298,4.97,3
180,8           2,3.35,671.5,70.33,2.3,292,4.15,4
180,9           2,3.73,666.5,61.16,1.98,336,5.49,3
181,0           5,3.21,674.4,66.92,1.79,377,5.63,5
181,1           8,4.16,589.2,52.64,1.74,339,6.44,4
181,2           3,2.24,618,73.84,1.91,324,4.39,2
181,3           3,1.65,531.5,55.86,1.7,312,5.59,5
181,4           4,3.54,541.2,60.79,1.36,397,6.53,5
181,5           3,2.57,560,59.87,2.16,259,4.33,3
181,6           3,4.97,560.7,61.13,1.64,342,5.59,1
181,7           4,1.97,507.8,51.15,1.36,374,7.31,3
181,8           3,3.19,628.9,56.01,1.65,381,6.8,5
181,9           4,1.19,656,64.88,2.4,273,4.21,1
182,0           2,2.4,539.7,48.1,1.82,296,6.15,3
182,1           7,4.16,639.8,75.86,1.94,329,4.34,3
182,2           4,2.38,516.4,52.31,1.73,298,5.7,3
182,3           3,3.19,681.5,70.51,2.23,306,4.34,5
182,4           3,4.05,625.3,64.13,2.06,304,4.74,3
182,5           2,2.11,586.9,63.98,2.1,279,4.36,6
182,6           2,2.08,560.2,58.11,1.54,363,6.25,3
182,7           6,3.62,607.9,58.36,2,304,5.21,1
182,8           2,2.67,512.6,53.04,2.1,244,4.6,5
182,9          10,2.86,585.2,63.5,1.74,336,5.29,5
183,0           6,2.84,551.5,71.58,1.87,295,4.12,4
183,1           5,3.05,698,63.69,2.13,327,5.13,3
183,2          11,4.08,561,61.56,1.55,362,5.88,2
183,3           3,2.16,674.7,69.27,2.21,305,4.4,3
183,4           6,3.83,683.7,66.65,1.98,346,5.19,3
183,5           3,2.16,590.2,58.67,1.82,325,5.54,7
183,6           3,2.62,602.4,62.3,1.89,318,5.1,4
183,7           2,2.32,537.8,45.03,1.99,270,6,4
183,8           9,2.19,578.8,61.28,1.52,381,6.22,3
183,9           4,3.56,568.5,60.45,1.86,306,5.06,5
184,0           3,1.92,548.4,59.42,1.68,326,5.49,1
184,1           3,1.43,464.6,50.81,1.49,311,6.12,5
184,2           4,2.4,717.4,76.84,2.71,265,3.45,1
184,3           3,4.37,601.7,58.52,2.34,257,4.39,2
184,4           3,3.11,599.4,56.33,2.03,296,5.25,5
184,5           3,3.75,695.2,66.98,2.09,333,4.97,5
184,6           4,3.11,525.8,55.49,1.71,308,5.55,4
184,7           8,3.38,495.9,51.53,1.57,315,6.11,2
184,8           3,2.32,513.8,49.96,1.58,326,6.53,5
184,9           1,3.75,677.1,75.86,2.25,301,3.97,4
185,0           8,2.51,619.4,61.15,1.6,386,6.31,5
185,1           3,2.94,510.7,53.76,1.43,356,6.62,3
185,2           3,3.92,566.2,53.47,1.58,359,6.71,3
185,3           6,1.59,653.1,62.4,2.37,275,4.41,5
185,4           4,1.49,644.2,61.89,1.97,327,5.28,5
185,5           5,2.94,353.5,37.69,1.17,301,7.99,3
185,6           5,2.62,622.6,63.74,2.37,263,4.13,2
185,7           4,3.27,769.8,76.59,2.31,333,4.35,6
185,8           7,3.02,633.4,72.34,2.1,302,4.17,5
185,9           3,2.16,673.6,63.51,2.07,325,5.12,3
186,0           7,2,694.1,70.23,2.32,299,4.26,1
186,1           2,2.08,499,48.99,1.55,321,6.55,4
186,2           3,2.16,693,74.91,2.4,289,3.86,3
186,3           4,2.35,561.3,59.35,1.94,289,4.87,5
186,4           5,3.08,671.8,67.65,2.76,243,3.59,4
186,5           4,2.13,494.1,50.15,1.56,317,6.32,3
186,6           1,2.4,557.7,47.48,1.77,315,6.63,6
186,7           3,2.65,578.3,58.11,1.98,292,5.02,4
186,8           2,2.24,637,65.36,2.42,263,4.02,5
186,9           8,3.65,803.7,80.01,2.21,363,4.54,5
187,0           5,2.16,667.5,64.36,1.95,342,5.31,6
187,1           5,1.49,653.5,62.57,2.25,291,4.65,3
187,2           3,2.19,596.9,51.32,2.42,247,4.81,4
187,3           1,3.24,574.2,64.38,1.98,290,4.5,3
187,4           3,1.32,595.2,57.04,1.73,345,6.05,5
187,5           7,3.08,569.4,55.63,2.02,282,5.07,4
187,6           1,2.19,604.6,57.4,1.55,389,6.78,6
187,7           4,2.62,631.5,64.84,1.9,333,5.14,5
187,8           2,3.11,743.4,82.26,2.02,368,4.47,5
187,9           7,2.54,525.7,50.25,1.37,383,7.62,6
188,0           1,4,581.7,55.76,1.99,293,5.25,4
188,1           2,2.08,752.3,79.13,2.52,299,3.78,3
188,2           3,3.48,638.6,65.74,2.71,236,3.59,7
188,3           9,3,525.1,52.66,1.9,277,5.26,5
188,4           7,3.32,541.1,52.12,1.81,299,5.74,7
188,5           6,3.43,646,70.79,2.2,293,4.14,3
188,6           6,1.49,509.1,45.08,1.64,311,6.9,2
188,7           3,3.97,445.6,47.16,1.48,301,6.38,6
188,8           4,3.24,570.7,63.59,2.11,271,4.26,1
188,9          15,2.78,475.9,48.5,1.4,341,7.03,3
189,0           3,2.78,557.7,64.48,2.07,270,4.19,3
189,1           2,2.78,661.1,63.14,2.51,263,4.17,5
189,2           1,2.67,563.2,63.11,1.58,356,5.64,3
189,3           6,2.4,786.5,78.8,2.25,349,4.43,3
189,4           5,2.75,535.1,48.3,1.73,310,6.42,6
189,5           9,2.73,581.6,59.81,1.77,328,5.48,7
189,6           5,2.67,643.8,60.42,1.93,334,5.53,5
189,7           3,3.48,706.5,70.35,2.31,306,4.35,3
189,8           5,2,696.6,75.08,2.25,309,4.12,4
189,9           6,2.92,532.3,47.79,1.99,268,5.61,6
190,0           1,2.67,684.1,69.14,2.43,281,4.06,4
190,1           6,2.75,623.8,64.58,1.8,346,5.36,3
190,2           7,3.02,638.9,65.38,2.77,231,3.53,5
190,3           7,3.78,552.5,61.01,1.49,371,6.08,4
190,4           4,3.92,517.6,55.75,1.63,318,5.7,1
190,5           3,1.89,577.9,58.39,1.86,310,5.31,4
190,6           4,2.94,390.3,43.85,1.23,317,7.23,7
190,7           1,2.65,649.3,64.74,1.99,326,5.04,3
190,8           3,3.46,555.6,44.05,1.51,367,8.33,4
190,9           2,3.27,670.6,70.87,2.32,289,4.08,4
191,0           4,1.76,562.6,44.64,1.74,323,7.24,6
191,1           7,2.21,634.5,62.69,2.75,231,3.68,2
191,2           8,2.81,551.3,52.73,1.52,363,6.88,4
191,3           4,1.49,524.4,54.42,1.85,283,5.2,3
191,4           3,2.67,420.9,46.15,1.35,311,6.74,2
191,5           9,1.76,718.6,68.22,2.08,346,5.07,5
191,6           3,3.19,562.5,55.21,1.75,322,5.83,4
191,7           3,2.97,627.9,57.5,2.01,313,5.44,6
191,8           2,3.83,605.9,61.21,1.84,330,5.39,3
191,9           1,2.57,526.7,43.33,1.64,322,7.43,1
192,0           6,2.32,629.3,64.82,2.04,309,4.77,6
192,1           6,2.54,450.1,43.2,1.37,329,7.62,5
192,2           8,2.62,577.3,65.54,1.67,346,5.28,5
192,3           6,3.19,725.4,71.72,2,362,5.05,7
192,4           2,3.05,732.9,63.38,2.41,304,4.8,4
192,5           6,2.65,645.2,62.92,1.84,351,5.58,4
192,6           4,2.65,564.3,55.04,1.81,312,5.67,4
192,7           3,4.13,444.1,50.54,1.42,312,6.17,6
192,8           5,3.02,530.4,50.28,1.79,296,5.89,5
192,9           4,3.13,607.1,58.24,1.69,360,6.18,2
193,0           1,2.94,579.4,55.06,2.01,288,5.23,4
193,1           5,2.11,566.6,66.09,2.09,271,4.1,5
193,2           5,2.32,699.3,62.17,2.22,315,5.07,4
193,3           2,2.7,755.7,79.03,2.91,260,3.29,4
193,4           3,2.35,794.3,84.93,2.39,332,3.91,7
193,5           5,3.67,555.4,51,1.83,303,5.94,5
193,6           3,3.08,415.3,38.54,1.15,360,9.34,5
193,7           4,3.27,484.8,58.09,1.31,369,6.35,3
193,8           6,1.84,578.1,51.15,2.16,268,5.24,1
193,9           4,2.48,543.1,51.67,1.77,306,5.92,6
194,0           4,2.35,593.8,56.7,2.18,273,4.81,3
194,1           3,2.05,622,59.63,1.79,348,5.84,5
194,2           3,2.38,673,63.35,2.36,285,4.5,3
194,3           7,2.94,598.4,57.48,1.96,305,5.31,2
